Addres,ETH,TOKENS
0x4E90a36B45879F5baE71B57Ad525e817aFA54890,999.990259054278659137,0.000948908073532434
0xb6A8490101a0521677B66866B8052eE9f9975C17,999.996820401737206222,0.000041117320391083
0xB0201641d9b936eB20155a38439Ae6AB07d85Fbd,999.99431543465846148,0.000434828846217307
0x301E1528bAD61177eF8Ff89bD4ad6760581e5409,999.99580575788259539,0.00024285966896944
0x453460d66EbDe5f888F999255F9291f1CaA83e5b,999.993695558904687768,0.000631404463545103
0x21A0FAD034Cc95891006E0687892c3434c59521D,999.991622171106086728,0.000975456165718979
0x53AF25e00Ef5A4a9b0f4c2431bd07a2d18ed5B8b,999.999116549331075275,0.000131593157490525
0xB73614389f815B78217052984D5561BAd52a420a,999.991463563569353175,0.001009312602938987
0x35E13C4870077F4610B74F23e887cbB10e21C19f,999.995159408895704574,0.00047443098033603
0x1612e3010e0f5833ce5C589921E17a49d214361D,999.991628378763958515,0.000965075652783372
0x2a38b3638dE4ab29f66CD35a238d8CBA44E82C6D,1000.001857630614357989,0.000387155693112145
0x6800CB2D1EF216993A3b87C69B536B32d1A0D64a,999.9954691005216365,0.000445343866787551
0x922Ff904C42D609E6Edb01B6AA1DCeF4fb4d3F30,999.989382402047886224,0.001193251723059102
0x0AEE79ea52FBd2e64f899d8C88Ae05d7A8C8F554,999.997817026487065104,0.000157965750510351
0x37d586b8b6EA8bCe9a3b1AB3523986E6c8cF9555,999.995680338254241676,0.000417753941928658
0xEdbF4fC6D12EC81Cb98a42D464269679EEeF81Ab,999.99733341845058381,0.000227712655642161
0x1133dA993b933cb6a0e8C677Bf62F1DB332AFa57,999.992655369273668368,0.000760001640849459
0x7D3F94a34e50e48Ffbb220E8223Df40bcB95A6F4,999.99968833155635386,0.000068882318408984
0xF46fF2aC96805e222BDdc91484475E841D86d787,999.994790239072732135,0.000512287658405443
0xCfD18e2294e9eA975f725f4E6027987A483173c5,999.99567851164537052,0.000410054421326198
0xd60dF899935Ee0131ad255fDC96420566bf4F300,1000.004438378701652306,0.00020181090959972
0x9359cd457e439b92929a50cE01979e551db82511,999.996481244058374176,0.000319128541274827
0x61e08276F9D4A9e02FCB2F770e82B425F1E71ed5,999.99039188018919265,0.000921382330176687
0x45E8D0567682b0986eF8634c7755db7d98521Ef7,999.99525546428021559,0.000423931842284011
0x412A8F03513e285559a0d70734551a67D852Fed8,1000.000003426601064002,0.000202941287996069
0xD06A8Af37965aae0200b11d7D70993488bac2AF4,1000.00032478613704243,0.000424208899209212
0x96a69CBC0d3A47ee45E9545C3B5805eE07C74f96,1000.000164217300533113,0.000312970128933497
0x06F17B54911d9391184199479f7BD142601F64B9,999.999378917627453899,0.000000398352737231
0x4F64fB255bbcb5bdCaad873a5e56EC270B1684b1,999.999314035619277398,0.000036715442054446
0x4ae09865e86A36aBF40AC1043Ef3D7E3C4148e20,1000.002670650463034842,0.000161644500513197
0xb93097CC1Cbb8c41B44fd52F3d1835d59F0F601d,999.999862916777424522,0.000156854329843467
0xf18b26eceDbC411b7B6Ce42aCDF19d305dbf1582,999.992085995452377465,0.000656911752490222
0x95E4059658fd84Fb3DaBa3e70F4dE35E9B7a1A4f,999.998734084169881004,0.000086693297345542
0x755B3C8d88fA027E311C8a08D897421A54a933cb,999.9941896453002391,0.000463633385312872
0xc6556D58a89cDaED24e991E273F8461bA6619Bd5,999.99667392578601312,0.000253292614653999
0xe61f50d1eafEdE93235E0d9e711Cd3298930A20D,999.99997947002528713,0.000173842433836043
0x64070C81fFE86b2a91Ae1a2f09dA928a88Ef736E,999.995955131732379798,0.000305145694416297
0xb6aeC51646aaf09Ac065e59E6095b8406710b399,999.994030631723500882,0.000450896309866008
0x993Ec3A835FA71379Dc205BF790163fD0385b316,999.991031389941018809,0.000668114543777821
0xEE83417340699d2b55c2C5A39245eD2Ef84d28d0,999.99054613549000709,0.000683717764629031
0x424734a7C847c02E655cE6ADC3D49a72776aF0bB,999.99365999989245282,0.000442189931309382
0xdF8bd6e58A5D781539C2Bcc2C81C56ee202E3580,999.990441291767046082,0.000657201023273966
0x4Be18d260b4695eBeAFa1A1de79800D9fd6f405B,999.997284056336849435,0.000173594125934157
0xbfD65967cFc78300F600121dC4c1066857381900,999.999431155834575095,0.000117989798933853
0xf073170011937d6e2e3f132b14E2096a99Ae8dCe,999.991926644460764259,0.000529796385005109
0xBF0C5E499310459EBCED8A7274bcC622a2b32B69,999.996608278104292028,0.000211526146305251
0xc913E55F989c20152e941A3672f0af87A6386498,999.991249095141297456,0.000555974143243665
0xDAe585ee49127d41EC746495eEdd53C2b2454CD1,1000.001782444995285052,0.000158324464400279
0xc3ec3f4EA52452f60cD432B54Ad51022fc9e7F10,999.998047371829884278,0.000386485456895151
0x7e45E8c373273281b91A401B1af93Ce842326098,999.99545134124909421,0.000266327345688682
0xF5ace5EBd94dedD3B9608B394bb2913FAee47268,999.995273749420746011,0.000273941842768391
0x2BC3533707C01CA0315067775E9Fa07A9dEb81d6,999.999594376588527259,0.000011588900003598
0xA2D18Bd711A173ebd54218EEd1e8Ebf938137117,999.997070397412067067,0.000391022528358067
0x6D274E5F64904263C6ED2f80cF20efAC344dc246,999.998867099689154555,0.000055361627618063
0x291AD4Fe0918eaEC857e4AA9B5002558596a07Da,999.999124030245926652,0.000040123322058587
0xe59B6b41ad112dd74b663430d68f30247B6D58a3,999.998485430123136704,0.000077134432962261
0xf70068BD2d9b3A60a3036585fa92c71377DE4144,999.990575980939746444,0.000528589547439855
0x31844CC98B4D15f4F26376a5BE5C241dC03CA647,999.992137299061112386,0.00042995787321351
0x2258ac52DD94C40C3226E616A6770E8F4b4ad0F3,999.990047336058537362,0.000535212474906613
0x973817fAd3e7691F8ADa020399961b2660b5040D,999.998156325968224055,0.000179695902057563
0x3A53a836b4234B027f1d0a5600fc3d76C0AB708B,999.99672694841610274,0.000164635659068721
0xDDEC0b550Ea4f00EC529C4B252D456c1D9415a5F,999.99844017389870625,0.00007313607910291
0x7C628c585b5Fa8274099fC0Da6a2C305067C6ba6,999.990498484480694268,0.000487762169640431
0xDD2f9ef5246FcAB09CB00EDF25AAcC0680A18bdE,999.998186952655862646,0.000163038910347161
0xBe77D393f5A2DBe1fE0c54f15436dEE5AE3E3414,999.992987915258722208,0.000347034834702675
0x7E13369A4bbEc84B6Ae26F6Bda6ce99903647CF5,999.991526793777664694,0.000414131177140336
0x42D4374bD2f2F09907B70F2B2Fd06aBe25874c46,999.997977061112160799,0.000169965009108545
0x3896A601E4ff6BCdB541aBe78fD3bBFa0912f4AA,999.992157368840079744,0.000371791452480073
0x00a2d873BA25B9623e1d3dAeAf8C5EcB0925da7e,999.997527574379508892,0.000174844495308059
0x6aA2757B90A78b8a1262d332cD9D8D8961f0Ab98,999.99037095657558175,0.000445228003957981
0xBd8b8626997e846Be5cd3d06fa8505cB0c5fC889,999.990658770671035584,0.000423353590296815
0x97857d8c16B8a735ebC35aD2bAf9b736d2E39Fc4,999.997717359075627393,0.000155486923896641
0xE842977A08F166f5bD3C16e1f082c2E5d7F23F85,999.993677840120986593,0.000276566868002746
0xef35CA68599f3b117Ff3eD35239F17ac4ef545ce,999.99385787554602766,0.000265273939475558
0xd5DA981951EC26576E49F6b524A0Cc022926aAC0,999.997737918611201567,0.000091854493502533
0xCDb23DE81c322dfc5B756092A1C9570859860bE1,999.993499165119560256,0.00027684138555502
0xF824441AD90D0a01536083Fb0400fFd0677c15ce,999.997277655700423015,0.000156222525599034
0xFAD44d9586be9Da332De0bdeFEcd76A129D306dD,999.992318791242636096,0.000320926778124999
0x708B6ea7ee17AD79983d929DF5Eb7715cD38246c,999.997208606344035968,0.000110631763378613
0x00c9cDDcd66096F87aB71DA0996bA26259ce89b9,999.995399409496335228,0.00024163452776434
0x908F32d298c9d50109d305a1456786ffE8d86Eed,999.99294904261129468,0.0002841534706072
0x73c12848a036fB15AFf6A37A42f98189551575bF,999.996911085862844272,0.000119306284056386
0xb0F7A5DF67E9C8c7aC624bb16a16278d5B3f3001,999.99211825330165105,0.000312725360589775
0x1DFDef961ec70A0305b495d104ce5dedA723506C,999.99924398556034168,0.000025247131039613
0x3a614E5a185cC9FB37F68F9C97D005152baF5e6C,999.991477458812145782,0.000333156125797855
0x302AcBcC03E2Ae1FCB5E1b4dFC17319Fea6BD22d,999.991467263062837185,0.000328784425085202
0xBAaeaD12B984867E91EA4159BdcBd441D4B09b9D,999.993760924386369955,0.000235705718136068
0xa3598401ecff48448723961d8D0d16B24f757F05,999.991968696408679648,0.000301785279989918
0x555a5C50858953DFbB8350e87459a6A646c40E63,999.993246467870233338,0.000249575491072654
0x7f8cDa1EdC237a2383305b580ffC17F4e3536fD6,999.994312157161556096,0.000207248327876704
0xA2E32A067761F6dd205fBA1D18977F6bC4e536e1,999.997746476011077743,0.000077381169671638
0xA1f4800B92cB441Bc529357E6daf20450b4cB3dD,999.993507291448067115,0.000234295960742211
0x868688F69dD6ea01f7822E0341D6339FA41123a4,999.998208106447805381,0.000059402614027298
0x261c05f8B29dEe854EAc55210D272626C2C41686,999.999130951267158481,0.000025411653216666
0x514FBe042aaddEEeA88b46D9beceFF0ecB0433BA,999.991607705175266336,0.000300240670976443
0xa46C9A52E2468B002eB3f06ED3B269581e34927c,999.991619749284685248,0.000296041399487951
0xa61A1F593ce3C884aBB5fef52C3b9bC32C9822Aa,999.992058532897132955,0.000276719595398144
0x945eaF1D847dA5c51dEC67cB62dA5a2814b1F330,999.992728522390894779,0.000249977555317695
0xB00E6246Ab1E5d00e404Bcde21C941757E9B007B,999.990607329639719716,0.000320762688739524
0xDBDEaf3e1B61302fC0e49eA2344796dc554506a5,999.993209945912873818,0.000227516907717097
0xcAaF17d4eFBA3E18dC8795F57EE90394399629a2,999.9949083228476521,0.000167576556684306
0x9396acBE9bcC13Fe0A2940Ff05B03E2bc8d365db,999.994548932751765951,0.000178533629374282
0x615fBB4094eB31BA35f83D56992Ea7311b110E45,999.99515150609075671,0.000182737832124325
0x7109Be94E0A202596F0db898e1A8285Adc0e5eb8,999.995848122178001151,0.000132042985772039
0x7C343b7415D1F719bEd444A7A7ACb054412f17bd,999.99140690474496516,0.000277279829527298
0xBd0dFaa221bE740A61f8fA0893D688Fad3C82C41,999.990277514282659178,0.000310611087937111
0x0Ac4F235894b7303FB873E03e6067660518Db62E,999.995521822024539514,0.000150000790793824
0xcd95536360990f2D68f2eD22873Ef477927d4822,999.993877515143791736,0.000189521250606569
0x1A355376DCeE749814F341DacfFaa69A8c878471,999.99499157555205016,0.000152985909238325
0x5Dfdc1c5Ed36f03771d3663C9c98e55fEDDE44CA,999.995759559431584805,0.000139344150316775
0x17264aD634E1716f312b1FF702d0f74f49e09eEC,999.991740776110820898,0.0002514879572452
0x1DABFaeC58B3b7eD6Bd245977436EC48c4c5d757,999.99542650130448772,0.000135519416007002
0xfE4c4B1E214Ea63B8F820E81EDD58f54f6c6B733,999.998162502161511811,0.000052241358798803
0x196476Ab7DA322CEFd5FbF0C1729FA5e41d7e2aF,999.994352346871360603,0.000173703116905689
0x394b924283163399B4C5e564D468F2014e7DC46b,999.998856011284138979,0.000025264671056282
0x0e3c11F290f47543483e25240B30006209aD2dcD,999.997688227782741568,0.000063688711670115
0x7cD242bea2301e7BfA6029C6dc6D02D0e507aD85,999.994870923022815844,0.000164075952121458
0x3cE1e730376193fe1AAEC472cd17318d650119BB,999.997897898642419958,0.000058413351339099
0x21e5a7D788b5C684BFf633c9716c92bDC8b10a61,999.99453035933964336,0.000156843084229022
0xE91F8ddE17eb7196df2618e2992383AdCfe02f31,999.994798735415786128,0.000147882106507179
0xaF8189df497996Ab0B37013d0E13169A1742e162,999.9959395474902231,0.000113669474240639
0xf0283f17faC0deA07a694A6058D5eE9691110887,999.99479035955503172,0.000146552529006883
0x7C19024FAD377e569A8662D1adC79CeAAab80539,999.997324665242514291,0.000073218951750895
0x236BC030435f18F14d395aDDeC9a40983308A0cE,999.995319547656419392,0.000129745729670282
0xd56Af04d99E8E8EeFA04C15216f7ECeec0D7deFa,999.996619153698168026,0.000091833631333586
0x90E8D8B301A0616A85Bd367114f7e8F0b5EE308A,999.997087668048775175,0.000080756392324954
0x9E82DdD30B45Ec4F641aC59DD27e7E6d56863Eda,999.999756717764849194,0.000001709739685551
0x2207D4cA4f874893969C99651AbFDC0B7d0Eb151,999.992537935795178,0.000206539971493591
0xB1F7115D0D19a176bBC9cB5e638D3579164fF7e5,999.998319547821893876,0.000042334058768873
0xBB71b7CBa89aA1798Bf7b47ecdea39AfeF605074,999.995988126842497982,0.000107752061120414
0x109fCA5aFc2ccfE3706678aF6C3DbB3d447Da6D1,999.99184893886239364,0.000222672192205389
0xB83BBfa9B78C67A7073fbCB268D7231E48208C6a,999.994367314878149105,0.000151075371867734
0xBe9344c000dC065D89dFEf6436Af70e5FE0dB810,999.990698150893618335,0.000250684149734915
0x8254C00F743ad1bC5E00B3444Af1ACbE378504c4,999.996389471450170136,0.000094850012890251
0xFf025cd014cdeA79837e263D42E9B32853f9AA82,999.996003648932995248,0.000099953595766708
0x46Ed12F9330B5F81f590DACc0881fb9624eb9DdB,999.998909750928801645,0.000024493546637063
0x62dA1edBb419AdACde410F75B1BcA1B324691977,999.997227923936819628,0.000069575166542911
0x47bF437b4e024a68726122daA25F9D89284dB2f6,999.99391873594471448,0.000157738939096013
0x91485e8cA0F6F55f81c5e2421f11EF9787B6eEeF,999.997656980913115779,0.000053736890207933
0x82ddCdeD4B45fBcbB708Fd01e0440eadda22A695,999.99738914195749837,0.00006444803189296
0x041f8F11E2d33D94546B41b1F333aF3E74B7d211,999.992528126962534162,0.000192308402102365
0xDb891FA6c79e1bE48f6C1F8cDB946c1F937170aF,999.991667517966970758,0.000213180851476111
0x4f8D229eC4F3A2d72eF00eB940382cfE29E4d374,999.996248938971211301,0.000092786579194001
0xa8a3679cb5F5cdFcda741Bcc9590A54cF5Eb325a,999.997839223340159707,0.000046969404583548
0x6c16FB6fDB0a49eD8B7E439dDA956975AbB5A1AE,999.993968532977679559,0.000150830027366383
0x337c4Cb0F234503e1485C3710867756F181C8C69,999.995307061880803089,0.000106726899511721
0x06F1C358eF98481ACc08CA1044B899c24b34A01e,999.99336873598277992,0.000163568218588259
0xE94426a596a6Bf7D610CE6bE0009436a6D892Ac9,999.996184442846827407,0.000089385861711272
0x099D6c65454257Be3809C3da1c8832d7DeF6bC35,999.99439934498663153,0.000135834127676519
0x1006cb62A4B929e2A595820EcfD55B5966b81F5F,999.99537995398829701,0.000110704762683716
0x0d423f461EDe43770488Ca306287FD95ae0f688b,999.993737732989610781,0.00015077400863113
0x93F37de2a962B9Fc9078338D70B0A2c7cb71459D,999.99631853299092665,0.000086367829018611
0x1822b3Ee3A2a3F934A33d19dc0A3F75093073EA8,999.994994426548975607,0.000110627670674073
0xEa6299eA90Df73BEDA24A1469b20f2c670603ECa,999.99516832999291487,0.000113486311647956
0x2405a0a5eC93BE248A72405DCcd3989f62850b73,999.99850873599365576,0.000031875185750063
0x175589823ccBFc6EF75e822eC25d441086cBdC56,999.997789141994393402,0.000049311278170356
0xFBc31f016473723F9D07E4536fEf599666AA281c,999.994628532994918924,0.000125615209680428
0x4E0A6534908dfEc3d23c7A1c99062d45d2B77aC6,999.991657326995433175,0.000196186210527615
0x46ccEfCFB7B07b88d6214d954FCF6034C7f8d0a3,999.997579356996025854,0.00005357732297671
